name,url,product_id,price,price_numeric,currency,main_image,image_alt,color_count,color_images,category,scraped_at,source_url,website,color_images_count,morphology,occasion_type
CHEMISE,https://www.zen.com.tn/fr/produit/5927-chemise,5927.0,46.13 TND65.90 TND,46.13,TND,https://images.zen.com.tn/uploads/8_U2_A9522_9fb1ce5389.jpg,CHEMISE,1.0,https://images.zen.com.tn/uploads/8_U2_A7093a_ce0145a7ce.jpg,Shirt,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Work/Professionnel
PANTALON,https://www.zen.com.tn/fr/produit/5926-pantalon,5926.0,48.93 TND69.90 TND,48.93,TND,https://images.zen.com.tn/uploads/noir_3_ffde374ed2.jpg,PANTALON,3.0,"https://images.zen.com.tn/uploads/8_U2_A7126a_5e4c37ce3a.jpg, https://images.zen.com.tn/uploads/8_U2_A6928a_4f0949b9ff.jpg, https://images.zen.com.tn/uploads/8_U2_A7133a_b7e2001dc9.jpg",Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,O,Work/Professionnel
T SHIRT,https://www.zen.com.tn/fr/produit/5637-t-shirt,5637.0,27.93 TND,27.93,TND,https://images.zen.com.tn/uploads/8_U2_A0743_40e6d9ef4f.jpg,T SHIRT,1.0,https://images.zen.com.tn/uploads/8_U2_A9034a_f973040591.jpg,Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Casual
PANTALON,https://www.zen.com.tn/fr/produit/5931-pantalon,5931.0,62.93 TND89.90 TND,62.93,TND,https://images.zen.com.tn/uploads/8_U2_A9083_6bcb631ab8.jpg,PANTALON,1.0,https://images.zen.com.tn/uploads/8_U2_A7440a_d6a0d88e33.jpg,Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,O,Work/Professionnel
VESTE,https://www.zen.com.tn/fr/produit/5901-veste,5901.0,76.93 TND109.90 TND,76.93,TND,https://images.zen.com.tn/uploads/8_U2_A9050_d0dc17e3a7.jpg,VESTE,3.0,"https://images.zen.com.tn/uploads/8_U2_A7408a_0594c5f533.jpg, https://images.zen.com.tn/uploads/8_U2_A6680a_bbda0c6c14.jpg, https://images.zen.com.tn/uploads/8_U2_A7833aa_c8fd0c13de.jpg",Jacket,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,V,Work/Professionnel
CHEMISE,https://www.zen.com.tn/fr/produit/5945-chemise,5945.0,46.13 TND,46.13,TND,https://images.zen.com.tn/uploads/8_U2_A8823_1bf5fc36a5.jpg,CHEMISE,3.0,"https://images.zen.com.tn/uploads/8_U2_A7946aa_1c710f13e4.jpg, https://images.zen.com.tn/uploads/8_U2_A7958aa_43026aeb7e.jpg, https://images.zen.com.tn/uploads/8_U2_A7951aa_4e239be966.jpg",Shirt,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,H,Work/Professionnel
JUPE,https://www.zen.com.tn/fr/produit/5906-jupe,5906.0,55.93 TND79.90 TND,55.93,TND,https://images.zen.com.tn/uploads/8_U2_A9712_ab09a2b257.jpg,JUPE,2.0,"https://images.zen.com.tn/uploads/8_U2_A6863a_41b7ba3b96.jpg, https://images.zen.com.tn/uploads/8_U2_A6916a_4a9dbe3007.jpg",Skirt,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,A,Work/Professionnel
PANTALON JEANS,https://www.zen.com.tn/fr/produit/5848-pantalon-jeans,5848.0,55.93 TND79.90 TND,55.93,TND,https://images.zen.com.tn/uploads/8_U2_A3652_9e07b39176.jpg,PANTALON JEANS,1.0,https://images.zen.com.tn/uploads/Capture_d_ecran_2025_09_10_121011_f9efa9aa90_59a6d5b483.jpg,Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,O,Casual
JEAN WIDE LEG,https://www.zen.com.tn/fr/produit/5921-jean-wide-leg,5921.0,55.93 TND,55.93,TND,https://images.zen.com.tn/uploads/8_U2_A9234_4d160f5015.jpg,JEAN WIDE LEG,1.0,https://images.zen.com.tn/uploads/8_U2_A6947a_d977776584.jpg,Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,O,Work/Professionnel
T SHIRT,https://www.zen.com.tn/fr/produit/5928-t-shirt,5928.0,32.13 TND45.90 TND,32.13,TND,https://images.zen.com.tn/uploads/8_U2_A9583_6749dc7735.jpg,T SHIRT,3.0,"https://images.zen.com.tn/uploads/8_U2_A7030a_72574ef1df.jpg, https://images.zen.com.tn/uploads/8_U2_A7024a_05487cde2e.jpg, https://images.zen.com.tn/uploads/8_U2_A7011a_1b31a5c4d7.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,H,Casual
PANTALON JEANS,https://www.zen.com.tn/fr/produit/5888-pantalon-jeans,5888.0,62.93 TND89.90 TND,62.93,TND,https://images.zen.com.tn/uploads/JEAN_STONE_5_8f3402da84.jpg,PANTALON JEANS,2.0,"https://images.zen.com.tn/uploads/8_U2_A6108a_d3739b5282.jpg, https://images.zen.com.tn/uploads/8_U2_A6119a_d87ac6317f.jpg",Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,O,Casual
PANTALON,https://www.zen.com.tn/fr/produit/5910-pantalon,5910.0,55.93 TND,55.93,TND,https://images.zen.com.tn/uploads/8_U2_A9051_a25de2183a.jpg,PANTALON,3.0,"https://images.zen.com.tn/uploads/8_U2_A6871a_9b8aee5685.jpg, https://images.zen.com.tn/uploads/8_U2_A6856a_d9ad122412.jpg, https://images.zen.com.tn/uploads/8_U2_A6879a_d0c10c4cdb.jpg",Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,O,Work/Professionnel
CHEMISE,https://www.zen.com.tn/fr/produit/5882-chemise,5882.0,55.93 TND79.90 TND,55.93,TND,https://images.zen.com.tn/uploads/8_U2_A9438_0dbceb33b0.jpg,CHEMISE,1.0,https://images.zen.com.tn/uploads/8_U2_A6349a_25ca725b3a.jpg,Shirt,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Work/Professionnel
CHEMISE,https://www.zen.com.tn/fr/produit/5884-chemise,5884.0,46.13 TND65.90 TND,46.13,TND,https://images.zen.com.tn/uploads/8_U2_A9593_881fbdde25.jpg,CHEMISE,2.0,"https://images.zen.com.tn/uploads/8_U2_A6284a_2ce58ad611.jpg, https://images.zen.com.tn/uploads/8_U2_A6291a_e1f88b6e9d.jpg",Shirt,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,H,Work/Professionnel
JEAN FLARE,https://www.zen.com.tn/fr/produit/5887-jean-flare,5887.0,55.93 TND,55.93,TND,https://images.zen.com.tn/uploads/8_U2_A9169_06b44fb91b.jpg,JEAN FLARE,2.0,"https://images.zen.com.tn/uploads/8_U2_A6127a_ee3a7ec5ea.jpg, https://images.zen.com.tn/uploads/8_U2_A6135a_2de7454624.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,A,Casual
T SHIRT,https://www.zen.com.tn/fr/produit/5889-t-shirt,5889.0,27.93 TND39.90 TND,27.93,TND,https://images.zen.com.tn/uploads/8_U2_A9126_6d78a621ef.jpg,T SHIRT,2.0,"https://images.zen.com.tn/uploads/8_U2_A6269a_c46e1e322c.jpg, https://images.zen.com.tn/uploads/8_U2_A6263a_0c369108ad.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,H,Casual
CHEMISE,https://www.zen.com.tn/fr/produit/5885-chemise,5885.0,48.93 TND69.90 TND,48.93,TND,https://images.zen.com.tn/uploads/8_U2_A8922_8d517cc16c.jpg,CHEMISE,1.0,https://images.zen.com.tn/uploads/8_U2_A6298a_c12786f38b.jpg,Shirt,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Work/Professionnel
T SHIRT,https://www.zen.com.tn/fr/produit/5867-t-shirt,5867.0,34.93 TND,34.93,TND,https://images.zen.com.tn/uploads/8_U2_A2703_233c5e1114.jpg,T SHIRT,3.0,"https://images.zen.com.tn/uploads/8_U2_A1721a_ad1b558cfb.jpg, https://images.zen.com.tn/uploads/000000000000000000000000000000000000000000000000000000000_558537ef48.jpg, https://images.zen.com.tn/uploads/8_U2_A2164a_d1d85756bb.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,H,Casual
PANTALON,https://www.zen.com.tn/fr/produit/5886-pantalon,5886.0,48.93 TND69.90 TND,48.93,TND,https://images.zen.com.tn/uploads/8_U2_A5939_66fc290f2e.JPG,PANTALON,3.0,"https://images.zen.com.tn/uploads/8_U2_A6095a_c2a28c568f.jpg, https://images.zen.com.tn/uploads/8_U2_A6101a_121ecd0da0.jpg, https://images.zen.com.tn/uploads/8_U2_A1716aa_f14f2b9bf5.jpg",Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,O,Work/Professionnel
CHEMISE,https://www.zen.com.tn/fr/produit/5883-chemise,5883.0,69.93 TND99.90 TND,69.93,TND,https://images.zen.com.tn/uploads/8_U2_A9649_5885078258.jpg,CHEMISE,2.0,"https://images.zen.com.tn/uploads/8_U2_A6319a_12c28b0f18.jpg, https://images.zen.com.tn/uploads/8_U2_A6329a_7a6ea1c146.jpg",Shirt,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,H,Work/Professionnel
ROBE,https://www.zen.com.tn/fr/produit/5487-robe,5487.0,97.93 TND,97.93,TND,https://images.zen.com.tn/uploads/8_U2_A6149_59bcd835d7.JPG,ROBE,2.0,"https://images.zen.com.tn/uploads/8_U2_A6149a_3f06a1dc6b.jpg, https://images.zen.com.tn/uploads/8_U2_A6155a_e8385fa042.jpg",Dress,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,A,Soirée/Event
PANTALON,https://www.zen.com.tn/fr/produit/5219-pantalon,5219.0,48.93 TND69.90 TND,48.93,TND,https://images.zen.com.tn/uploads/8_U2_A6318_94f56c8745.JPG,PANTALON,2.0,"https://images.zen.com.tn/uploads/8_U2_A6318a_11eaceee03.jpg, https://images.zen.com.tn/uploads/8_U2_A6311a_05d9c8fb07.jpg",Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,O,Work/Professionnel
JEAN BAGGY,https://www.zen.com.tn/fr/produit/5862-jean-baggy,5862.0,62.93 TND89.90 TND,62.93,TND,https://images.zen.com.tn/uploads/8_U2_A3788_adbe69c9da.jpg,JEAN BAGGY,2.0,"https://images.zen.com.tn/uploads/8_U2_A5380a_f5464d17b4.jpg, https://images.zen.com.tn/uploads/8_U2_A5373a_31a7e5d529.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,O,Casual
VESTE,https://www.zen.com.tn/fr/produit/5017-veste,5017.0,62.93 TND,62.93,TND,https://images.zen.com.tn/uploads/8_U2_A3120_1b03fda2b3.jpg,VESTE,2.0,"https://images.zen.com.tn/uploads/8_U2_A0557aa_3f7041cc01.jpg, https://images.zen.com.tn/uploads/8_U2_A0563aa_4e60994ce9.jpg",Jacket,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,V,Work/Professionnel
LIQUETTE,https://www.zen.com.tn/fr/produit/5622-liquette,5622.0,55.93 TND79.90 TND,55.93,TND,https://images.zen.com.tn/uploads/8_U2_A8862_651df6d465.JPG,LIQUETTE,1.0,https://images.zen.com.tn/uploads/8_U2_A8862a_1bcd4f090d.jpg,Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Vacances/Plage
LIQUETTE,https://www.zen.com.tn/fr/produit/5528-liquette,5528.0,55.93 TND79.90 TND,55.93,TND,https://images.zen.com.tn/uploads/8_U2_A5052_be64a0f1e1.JPG,LIQUETTE,2.0,"https://images.zen.com.tn/uploads/8_U2_A5052a_085274bfbb.jpg, https://images.zen.com.tn/uploads/8_U2_A5064a_6b44c5a788.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,H,Vacances/Plage
LIQUETTE,https://www.zen.com.tn/fr/produit/5064-liquette,5064.0,55.93 TND,55.93,TND,https://images.zen.com.tn/uploads/8_U2_A0589_161ed069e9.JPG,LIQUETTE,2.0,"https://images.zen.com.tn/uploads/8_U2_A0596aa_491882862a.jpg, https://images.zen.com.tn/uploads/8_U2_A0589aa_2729199e06.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,H,Vacances/Plage
GILET,https://www.zen.com.tn/fr/produit/5455-gilet,5455.0,41.93 TND59.90 TND,41.93,TND,https://images.zen.com.tn/uploads/8_U2_A5828_92358328c7.JPG,GILET,2.0,"https://images.zen.com.tn/uploads/8_U2_A5828a_002077f092.jpg, https://images.zen.com.tn/uploads/8_U2_A5834a_187e9dae0d.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,O,Soirée/Event
CHEMISE,https://www.zen.com.tn/fr/produit/5745-chemise,5745.0,48.93 TND69.90 TND,48.93,TND,https://images.zen.com.tn/uploads/8_U2_A3803_4645446faf.JPG,CHEMISE,2.0,"https://images.zen.com.tn/uploads/8_U2_A3811a_71ed683f91.jpg, https://images.zen.com.tn/uploads/8_U2_A3803a_528ff2b62e.jpg",Shirt,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,H,Work/Professionnel
ROBE,https://www.zen.com.tn/fr/produit/5835-robe,5835.0,83.93 TND,83.93,TND,https://images.zen.com.tn/uploads/8_U2_A3177_bef1535253.jpg,ROBE,1.0,https://images.zen.com.tn/uploads/8_U2_A0037a_5fc2840d68.jpg,Dress,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,A,Soirée/Event
PANTALON JEANS,https://www.zen.com.tn/fr/produit/5856-pantalon-jeans,5856.0,48.93 TND69.90 TND,48.93,TND,https://images.zen.com.tn/uploads/8_U2_A1614_31f685a0a1.jpg,PANTALON JEANS,2.0,"https://images.zen.com.tn/uploads/8_U2_A9834a_f8c85e5a2d.jpg, https://images.zen.com.tn/uploads/8_U2_A9841a_8abcd2dd61.jpg",Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,O,Casual
PANTALON JEANS,https://www.zen.com.tn/fr/produit/5849-pantalon-jeans,5849.0,55.93 TND79.90 TND,55.93,TND,https://images.zen.com.tn/uploads/8_U2_A2086_4f83267f12.jpg,PANTALON JEANS,2.0,"https://images.zen.com.tn/uploads/8_U2_A9752a_ecae824ecc.jpg, https://images.zen.com.tn/uploads/8_U2_A9877a_1507edb11d.jpg",Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,O,Casual
PANTALON,https://www.zen.com.tn/fr/produit/5854-pantalon,5854.0,55.93 TND,55.93,TND,https://images.zen.com.tn/uploads/8_U2_A0984_9a95a62017.jpg,PANTALON,1.0,https://images.zen.com.tn/uploads/8_U2_A9804a_7198cb927c.jpg,Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,O,Work/Professionnel
PANTALON,https://www.zen.com.tn/fr/produit/5769-pantalon,5769.0,48.93 TND69.90 TND,48.93,TND,https://images.zen.com.tn/uploads/8_U2_A1001_902b057a5a_f3e589b776.jpg,PANTALON,3.0,"https://images.zen.com.tn/uploads/8_U2_A3681a_0aefe4cbb6.jpg, https://images.zen.com.tn/uploads/8_U2_A3681a_cd8cee6bed.jpg, https://images.zen.com.tn/uploads/8_U2_A3692a_4670308849.jpg",Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,O,Work/Professionnel
CHEMISE,https://www.zen.com.tn/fr/produit/5855-chemise,5855.0,48.93 TND69.90 TND,48.93,TND,https://images.zen.com.tn/uploads/8_U2_A0993_c117fd5e03.jpg,CHEMISE,1.0,https://images.zen.com.tn/uploads/8_U2_A9741a_3c27abd18c.jpg,Shirt,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Work/Professionnel
CHEMISE,https://www.zen.com.tn/fr/produit/5824-chemise,5824.0,46.13 TND,46.13,TND,https://images.zen.com.tn/uploads/8_U2_A0005_ee7ccbcfc4.JPG,CHEMISE,3.0,"https://images.zen.com.tn/uploads/8_U2_A0020a_b50328b63e.jpg, https://images.zen.com.tn/uploads/8_U2_A0028a_79de984e73.jpg, https://images.zen.com.tn/uploads/8_U2_A0005a_9ba711c73d.jpg",Shirt,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,H,Work/Professionnel
T SHIRT,https://www.zen.com.tn/fr/produit/5846-t-shirt,5846.0,27.93 TND39.90 TND,27.93,TND,https://images.zen.com.tn/uploads/8_U2_A2488_7454fff8e4.jpg,T SHIRT,2.0,"https://images.zen.com.tn/uploads/8_U2_A9903a_198f0ad6b3.jpg, https://images.zen.com.tn/uploads/8_U2_A9898a_890c0a0a16.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,H,Casual
T SHIRT,https://www.zen.com.tn/fr/produit/5845-t-shirt,5845.0,25.13 TND35.90 TND,25.13,TND,https://images.zen.com.tn/uploads/8_U2_A1919_cfb27d5e7e.jpg,T SHIRT,2.0,"https://images.zen.com.tn/uploads/8_U2_A9937a_66a8bf304a.jpg, https://images.zen.com.tn/uploads/8_U2_A9765a_37c8d36b77.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,H,Casual
CHEMISE,https://www.zen.com.tn/fr/produit/5826-chemise,5826.0,55.93 TND,55.93,TND,https://images.zen.com.tn/uploads/8_U2_A2655_27b03991ee.jpg,CHEMISE,2.0,"https://images.zen.com.tn/uploads/8_U2_A9946a_3c7d07179a.jpg, https://images.zen.com.tn/uploads/8_U2_A9951a_185da4ddc7.jpg",Shirt,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,H,Work/Professionnel
JACKET,https://www.zen.com.tn/fr/produit/5772-jacket,5772.0,48.93 TND69.90 TND,48.93,TND,https://images.zen.com.tn/uploads/8_U2_A1054_20ebb9d86b.jpg,JACKET,2.0,"https://images.zen.com.tn/uploads/8_U2_A3824a_b9de4368ff.jpg, https://images.zen.com.tn/uploads/8_U2_A3818a_ab3c8fd832.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,V,Casual
T SHIRT,https://www.zen.com.tn/fr/produit/5802-t-shirt,5802.0,32.13 TND45.90 TND,32.13,TND,https://images.zen.com.tn/uploads/8_U2_A2176_efb2221744.jpg,T SHIRT,2.0,"https://images.zen.com.tn/uploads/8_U2_A7989a_23ae9356d1.jpg, https://images.zen.com.tn/uploads/8_U2_A7983a_5ab19196dc.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,H,Casual
PANTALON JEANS,https://www.zen.com.tn/fr/produit/5810-pantalon-jeans,5810.0,55.93 TND,55.93,TND,https://images.zen.com.tn/uploads/8_U2_A1844_345775177b.jpg,PANTALON JEANS,2.0,"https://images.zen.com.tn/uploads/8_U2_A7866a_3689d7a8a8.jpg, https://images.zen.com.tn/uploads/8_U2_A7856a_0674953fce.jpg",Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,O,Casual
CHEMISE,https://www.zen.com.tn/fr/produit/5707-chemise,5707.0,41.93 TND59.90 TND,41.93,TND,https://images.zen.com.tn/uploads/8_U2_A3752_f32cfd9d77.jpg,CHEMISE,3.0,"https://images.zen.com.tn/uploads/8_U2_A2694a_06a8482197.jpg, https://images.zen.com.tn/uploads/8_U2_A2873a_898483a66e.jpg, https://images.zen.com.tn/uploads/8_U2_A2867a_0d2b54c882.jpg",Shirt,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,H,Work/Professionnel
PANTALON,https://www.zen.com.tn/fr/produit/5770-pantalon,5770.0,41.93 TND59.90 TND,41.93,TND,https://images.zen.com.tn/uploads/8_U2_A4247_b4e8717738.jpg,PANTALON,3.0,"https://images.zen.com.tn/uploads/8_U2_A3638a_d49bbf2ec2.jpg, https://images.zen.com.tn/uploads/8_U2_A3647a_d131f6a661.jpg, https://images.zen.com.tn/uploads/8_U2_A3656a_037e5e3cfd.jpg",Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,O,Work/Professionnel
CHEMISE,https://www.zen.com.tn/fr/produit/5771-chemise,5771.0,41.93 TND,41.93,TND,https://images.zen.com.tn/uploads/8_U2_A4249_e5fa5e88e5.jpg,CHEMISE,3.0,"https://images.zen.com.tn/uploads/8_U2_A3794a_b4938d9fbb.jpg, https://images.zen.com.tn/uploads/8_U2_A3784a_4e05008921.jpg, https://images.zen.com.tn/uploads/8_U2_A3778a_27342c82e3.jpg",Shirt,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,H,Work/Professionnel
T SHIRT,https://www.zen.com.tn/fr/produit/5804-t-shirt,5804.0,27.93 TND39.90 TND,27.93,TND,https://images.zen.com.tn/uploads/8_U2_A2130_d48975590d.jpg,T SHIRT,3.0,"https://images.zen.com.tn/uploads/8_U2_A7998a_e9d475eaef.jpg, https://images.zen.com.tn/uploads/8_U2_A8008a_e2d5ff6a8e.jpg, https://images.zen.com.tn/uploads/8_U2_A8016a_3eb41c6395.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,H,Casual
PANTALON,https://www.zen.com.tn/fr/produit/5806-pantalon,5806.0,62.93 TND89.90 TND,62.93,TND,https://images.zen.com.tn/uploads/8_U2_A3806_d900708241.jpg,PANTALON,2.0,"https://images.zen.com.tn/uploads/8_U2_A7843a_dfb68c3b06.jpg, https://images.zen.com.tn/uploads/8_U2_A7834a_e354b4e142.jpg",Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,O,Work/Professionnel
ROBE,https://www.zen.com.tn/fr/produit/5743-robe,5743.0,48.93 TND,48.93,TND,https://images.zen.com.tn/uploads/8_U2_A2971_5a527c19f2.jpg,ROBE,2.0,"https://images.zen.com.tn/uploads/8_U2_A3867a_f05614f6b9.jpg, https://images.zen.com.tn/uploads/8_U2_A3883a_c51d836c98.jpg",Dress,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,A,Soirée/Event
ROBE,https://www.zen.com.tn/fr/produit/5812-robe,5812.0,55.93 TND79.90 TND,55.93,TND,https://images.zen.com.tn/uploads/8_U2_A3030_bc810742b5.jpg,ROBE,3.0,"https://images.zen.com.tn/uploads/8_U2_A8031a_38a44073d8.jpg, https://images.zen.com.tn/uploads/8_U2_A8047a_2dcb6099a4.jpg, https://images.zen.com.tn/uploads/8_U2_A8038a_a87f39b3ea.jpg",Dress,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,A,Soirée/Event
T SHIRT,https://www.zen.com.tn/fr/produit/5801-t-shirt,5801.0,20.93 TND29.90 TND,20.93,TND,https://images.zen.com.tn/uploads/8_U2_A1490_7094294434.jpg,T SHIRT,3.0,"https://images.zen.com.tn/uploads/8_U2_A7961a_b7a80c1ab3.jpg, https://images.zen.com.tn/uploads/8_U2_A7975a_e66ffb4aa4.jpg, https://images.zen.com.tn/uploads/8_U2_A7954a_5bd99dfaec.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,H,Casual
BLOUSE,https://www.zen.com.tn/fr/produit/4238-blouse,4238.0,41.93 TND,41.93,TND,https://images.zen.com.tn/uploads/8_U2_A0121_6f0135d25c.jpg,BLOUSE,3.0,"https://images.zen.com.tn/uploads/8_U2_A5927aa_1c9a993a13.jpg, https://images.zen.com.tn/uploads/8_U2_A5919aa_f2a1de00a6.jpg, https://images.zen.com.tn/uploads/8_U2_A5939aa_3f6d6a9521.jpg",Blouse,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,O,Work/Professionnel
PANTALON,https://www.zen.com.tn/fr/produit/5774-pantalon,5774.0,53.94 TND89.90 TND,53.94,TND,https://images.zen.com.tn/uploads/8_U2_A3490_bc2f0b2d82.JPG,PANTALON,2.0,"https://images.zen.com.tn/uploads/8_U2_A3477a_101ad7d119.jpg, https://images.zen.com.tn/uploads/8_U2_A3489a_45e6ba1802.jpg",Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,O,Work/Professionnel
T SHIRT,https://www.zen.com.tn/fr/produit/5791-t-shirt,5791.0,32.13 TND45.90 TND,32.13,TND,https://images.zen.com.tn/uploads/8_U2_A3460_50e7eb1134.jpg,T SHIRT,3.0,"https://images.zen.com.tn/uploads/8_U2_A6619aa_df09a7806c.jpg, https://images.zen.com.tn/uploads/1_56470c7d5a.jpg, https://images.zen.com.tn/uploads/8_U2_A6629aa_6b51e39000.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,H,Casual
T SHIRT,https://www.zen.com.tn/fr/produit/5790-t-shirt,5790.0,25.13 TND,25.13,TND,https://images.zen.com.tn/uploads/8_U2_A0857_f3fe73c123.jpg,T SHIRT,1.0,https://images.zen.com.tn/uploads/8_U2_A6644aa_e8931a94db.jpg,Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Casual
T SHIRT,https://www.zen.com.tn/fr/produit/5782-t-shirt,5782.0,25.13 TND35.90 TND,25.13,TND,https://images.zen.com.tn/uploads/8_U2_A1688_f644c274d2_b45320c03f.jpg,T SHIRT,2.0,"https://images.zen.com.tn/uploads/8_U2_A3736a_07499e931d.jpg, https://images.zen.com.tn/uploads/8_U2_A3727a_427c852a28.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,H,Casual
